,Full_names,Stars,Num_Forks,Num_Commits,Topics,Size
685,interpretml/DiCE,1057,152,599,"['counterfactual-explanations', 'explainable-ml', 'xai', 'interpretable-machine-learning', 'deep-learning', 'machine-learning', 'explainable-ai']",12436
686,facebookresearch/LAMA,1052,135,95,[],480
687,wyharveychen/CloserLookFewShot,1052,256,57,[],170
688,facebookresearch/habitat-lab,1051,338,600,"['ai', 'computer-vision', 'robotics', 'simulator', 'sim2real', 'deep-learning', 'deep-reinforcement-learning', 'reinforcement-learning', 'research', 'python']",58457
689,mmatl/pyrender,1043,192,255,"['opengl', 'rendering', '3d-graphics', 'gltf-viewer', 'visualization', 'python']",29093
690,fabiocaccamo/python-benedict,1032,39,714,"['python', 'dict', 'dictionary', 'keypath', 'base64', 'csv', 'json', 'pickle', 'plist', 'query-string', 'toml', 'xml', 'yaml', 'encode', 'decode', 'filter', 'flatten', 'subset', 'traverse', 'xls']",5431
691,DeepGraphLearning/KnowledgeGraphEmbedding,1031,237,15,[],32962
692,rosinality/style-based-gan-pytorch,1029,217,61,[],35694
693,openpifpaf/openpifpaf,1025,207,1747,"['human-pose-estimation', 'keypoint-estimation', 'pose-estimation', 'computer-vision', 'composite-fields', 'deep-learning']",56159
694,xingyizhou/ExtremeNet,1022,172,16,[],6620
695,timonweb/django-tailwind,1021,78,259,"['tailwind-css', 'django-tailwind', 'css', 'tailwind', 'django']",6281
696,chemprop/chemprop,1016,403,1413,"['machine-learning', 'chemistry', 'neural-networks', 'drug-discovery']",395971
697,youyuge34/Anime-InPainting,1011,143,35,"['deep-learning', 'neural-network', 'gan', 'generative-adversarial-network', 'inpainting', 'mosaic', 'cv', 'opencv', 'python', 'pytorch', 'computer-vision', 'anime']",5899
698,machow/siuba,1010,43,771,"['data-analysis', 'python', 'pandas', 'sql', 'dplyr']",1799
699,hhannine/superpaper,1009,37,355,[],1446
700,fire-keeper/BlindWatermark,1006,151,22,[],6299
701,HaoZhang95/Python24,1003,359,197,"['python24', 'itcast', 'python', 'django', 'flask', 'web']",269213
702,microsoft/MLOpsPython,1001,947,429,"['azure-machine-learning', 'mlops', 'azureml']",13162
703,Textualize/rich,42826,1522,3750,"['python', 'python3', 'python-library', 'terminal', 'terminal-color', 'markdown', 'tables', 'syntax-highlighting', 'ansi-colors', 'progress-bar-python', 'progress-bar', 'traceback', 'rich', 'tracebacks-rich', 'emoji', 'tui']",49953
704,Ebazhanov/linkedin-skill-assessments-quizzes,23886,12526,5966,"['linkedin', 'quiz-questions', 'answers', 'assessment', 'quiz', 'linkedin-questions', 'free', 'hacktoberfest', 'hacktoberfest2020', 'exam', 'skills', 'hacktoberfest2021', 'golang', '2022', 'english', 'france', 'german', 'italy', 'spain', 'hacktoberfest2022']",110132
705,NVIDIA/NeMo,6196,1432,5361,"['deep-learning', 'speech-recognition', 'nlp', 'nlp-machine-learning', 'neural-network', 'machine-translation', 'speech-synthesis', 'speech-to-text', 'text-to-speech', 'nmt', 'language-model', 'speaker-diarization', 'speaker-recognition', 'text-normalization', 'asr', 'tts']",221425
706,autogluon/autogluon,5584,709,1699,"['automl', 'machine-learning', 'data-science', 'deep-learning', 'ensemble-learning', 'image-classification', 'computer-vision', 'natural-language-processing', 'structured-data', 'object-detection', 'gluon', 'transfer-learning', 'pytorch', 'automated-machine-learning', 'scikit-learn', 'autogluon', 'tabular-data', 'hyperparameter-optimization', 'time-series', 'forecasting']",19565
707,activeloopai/deeplake,5442,430,7123,"['datasets', 'deep-learning', 'machine-learning', 'data-science', 'pytorch', 'tensorflow', 'data-version-control', 'python', 'ai', 'ml', 'mlops', 'computer-vision', 'cv', 'image-processing', 'data-centric', 'datalake', 'lakehouse', 'langchain', 'llm', 'large-language-models']",65113
708,tony9402/baekjoon,3870,788,3153,"['coding-test', 'problem-solving', 'problems', 'algorithms', 'disjoint-set', 'trie', 'bfs', 'pointer', 'math', 'baekjoon', 'baekjoon-online-judge', 'baekjoon-algorithm', 'baekjoon-solutions', 'baekjoon-online-judge-solution']",18992
709,simple-login/app,3611,317,4631,"['simplelogin', 'flask', 'email', 'oauth2', 'sso', 'hacktoberfest']",16561
710,goauthentik/authentik,3525,283,11251,"['saml', 'saml-idp', 'saml-sp', 'oauth2', 'oauth2-server', 'oauth2-client', 'oidc', 'oidc-provider', 'oidc-client', 'sso', 'proxy', 'reverse-proxy', 'authentication', 'authorization', 'authentik', 'kubernetes', 'security', 'hacktoberfest']",173133
711,sissbruecker/linkding,3196,184,348,"['bookmarks', 'bookmark-service', 'bookmark-manager', 'self-hosted']",1399
712,huawei-noah/Efficient-AI-Backbones,3181,634,135,"['convolutional-neural-networks', 'efficient-inference', 'imagenet', 'model-compression', 'tensorflow', 'pytorch', 'ghostnet', 'transformer', 'pretrained-models', 'vision-transformer']",102347
713,bunkerity/bunkerweb,2893,187,1190,"['nginx', 'clamav', 'modsecurity', 'docker', 'security', 'dnsbl', 'crowdsec', 'reverse-proxy', 'bunkerized-nginx', 'hardening', 'web-security', 'security-tuning', 'cybersecurity', 'devsecops', 'antibot', 'letsencrypt', 'swarm', 'kubernetes', 'devops', 'hosting']",138348
714,isl-org/MiDaS,2759,420,84,"['monocular-depth-estimation', 'single-image-depth-prediction', 'deeplearning']",3502
715,vwxyzjn/cleanrl,2451,317,796,"['wandb', 'reinforcement-learning', 'pytorch', 'python', 'gym', 'machine-learning', 'deep-reinforcement-learning', 'deep-learning', 'atari', 'ale', 'a2c', 'proximal-policy-optimization', 'ppo', 'advantage-actor-critic', 'actor-critic', 'phasic-policy-gradient']",136903
716,torch-points3d/torch-points3d,2102,319,1813,"['pytorch', 'deep-learning', 'point-cloud', 'pointnet', 'minkowskiengine', 'kpconv', 'segmentation', 's3dis', 'scannet']",93937
717,sinwindie/OSINT,2026,309,203,[],12245
718,shankarpandala/lazypredict,1966,222,249,"['machine-learning', 'automl', 'regression', 'classification']",200
719,DLR-RM/BlenderProc,1945,357,4931,"['blender-pipeline', 'segmentation', 'depth-images', 'camera-positions', 'suncg-scene', 'camera-sampling', 'blender-installation', 'synthetic', 'blender', 'rendering', 'pose-estimation', 'synthetic-data', 'python', '3d-graphics', 'computer-graphics', '3d-reconstruction', '3d-engines', '3d-front-dataset']",92677
720,KichangKim/DeepDanbooru,1846,196,84,"['danbooru', 'tensorflow', 'machine-learning']",72
721,arkane-systems/genie,1824,105,595,[],1125
722,openairplay/airplay2-receiver,1808,96,269,"['airplay', 'airplay2', 'airplay-receiver']",289
723,SeldonIO/alibi-detect,1766,174,645,"['anomaly', 'outlier', 'concept-drift', 'detection', 'unsupervised-learning', 'semi-supervised-learning', 'adversarial', 'data-drift', 'drift-detection', 'time-series', 'images', 'tabular-data', 'text']",31645
724,pluwen/awesome-testflight-link,1743,85,769,"['testflight', 'app', 'collection', 'ios', 'iphone', 'ipad', 'macos']",1730
725,JackeyLea/NJUCS,1694,420,36,"['njucs', 'nju-cs', 'pdf-ppt', 'computer-science', 'tutorials']",2205141
726,s3prl/s3prl,1681,386,3040,"['speech-representation', 'mockingjay', 'representation-learning', 'apc', 'tera', 'self-supervised-learning', 'speech-pretraining', 'vq-apc', 'wav2vec', 'vq-wav2vec', 'wav2vec2', 'cpc', 'pase', 'decoar', 'hubert', 'distilhubert', 'wavlm', 'unispeech-sat', 'decoar2', 'data2vec']",135936
727,oegedijk/explainerdashboard,1661,213,1319,"['dash', 'shap-values', 'dashboard', 'model-predictions', 'data-scientists', 'explainer', 'interactive-dashboards', 'permutation-importances', 'shap', 'plotly', 'inner-workings', 'interactive-plots', 'xai-library', 'xai']",84283
728,waditu/czsc,1643,660,1077,"['tushare', 'czsc', 'quant']",11784
729,amidaware/tacticalrmm,1604,287,3732,"['django', 'vue', 'monitoring', 'python', 'remote-control', 'remote-desktop', 'remote-admin-tool', 'remote-administration-tool', 'rmm', 'django-rest-framework', 'windows']",64712
730,custom-components/ble_monitor,1570,224,2381,"['home-assistant', 'hassio', 'custom-component', 'hacs', 'mitemp-bt', 'xiaomi-sensors', 'homeassistant', 'xiaomi', 'mijia', 'mibeacon', 'atc', 'qingping', 'kegtron', 'scales', 'thermoplus', 'govee', 'inkbird', 'thermopro', 'thermplus']",7567
731,facebookresearch/fvcore,1565,197,235,[],408
732,timothymiller/cloudflare-ddns,1565,190,158,"['dynamic-dns', 'self-hosted', 'raspberry-pi', 'ddns-client', 'docker-image', 'ipv6', 'cloudflare-ddns', 'arm64', 'amd64', 'armv7']",524
733,AminHP/gym-anytrading,1553,386,29,"['openai-gym', 'reinforcement-learning', 'q-learning', 'dqn', 'trading', 'trading-environments', 'forex', 'stocks', 'gym-environments', 'trading-algorithms']",1089
734,LibreLingo/LibreLingo,1528,180,3027,"['language-learning', 'education', 'foreign-language', 'spaced-repetition', 'second-language-acquisition', 'flashcards', 'svelte', 'agplv3', 'hacktoberfest', 'python', 'hacktoberfest2022']",1846224
735,SuperCV/Book,1513,655,81,[],2981269
736,yzddmr6/WebCrack,1480,284,22,[],132
737,pyglet/pyglet,1448,258,5748,"['pyglet', 'python', 'opengl', 'gamedev', 'scientific-visualization']",69612
738,ZFTurbo/Weighted-Boxes-Fusion,1444,219,63,"['ensemble-prediction', 'object-detection', 'boxes']",70
739,aws/aws-eks-best-practices,1426,327,1133,[],49393
740,aaPanel/aaPanel,1417,495,99,[],7024
741,SavMartin/TexTools-Blender,1416,106,189,[],3309
742,tczhangzhi/pytorch-distributed,1407,262,10,[],134
743,AIStream-Peelout/flow-forecast,1395,231,3686,"['deep-learning', 'pytorch', 'time-series-forecasting', 'time-series', 'transfer-learning', 'deep-neural-networks', 'transformer', 'forecasting', 'lstm', 'time-series-regression', 'state-of-the-art-models', 'anomaly-detection', 'time-series-analysis', 'hacktoberfest']",7347
744,PatrikH0lop/malware_showcase,1385,259,18,[],36
745,425776024/nlpcda,1382,157,74,"['nlp', 'data-augmentation', 'chinese-data-augmentation', 'nlpcda', 'chinese-eda']",1085
746,longguikeji/arkid,1372,264,4183,"['openid', 'saml', 'sso', 'ldap', 'idp', 'identity-provider', 'idaas', 'iam', 'oidc', 'cas', 'identity', 'oauth']",34760
747,patrickloeber/pytorchTutorial,1365,1047,33,[],7765
748,axinc-ai/ailia-models,1343,228,3756,"['deep-learning', 'machine-learning', 'face-recognition', 'face-detection', 'object-detection', 'object-recognition', 'hand-detection', 'fashion-ai', 'image-classification', 'pose-estimation', 'image-segmentation', 'object-tracking', 'anomaly-detection', 'action-recognition', 'background-removal', 'audio-processing', 'crowd-counting', 'gan', 'neural-network']",949070
749,dwainscheeren/dwains-lovelace-dashboard,1340,160,401,"['home-assistant', 'dwains-lovelace-dashboard', 'dashboard', 'home-assistant-dashboard']",10825
750,black0017/MedicalZooPytorch,1340,259,122,"['segmentation', 'deep-learning', 'pytorch', 'medical-imaging', 'medical-image-processing', 'medical-image-segmentation', '3d-convolutional-network', 'brats2019', 'brats2018', 'densenet', 'resnet', 'iseg-challenge', 'iseg', 'mrbrains18', 'unet', 'unet-image-segmentation', 'segmentation-models']",64378
751,vchoutas/smplify-x,1334,281,47,[],712
752,PaddlePaddle/PaddleSlim,1324,322,1201,"['pruning', 'quantization', 'nas', 'bert', 'compression', 'detection', 'distillation', 'ernie', 'segmentation', 'sparsity', 'tensorrt', 'transformer', 'yolov6', 'yolov5', 'yolov7']",16783
753,yassouali/pytorch-segmentation,1324,324,62,"['semantic-segmentation', 'computer-vision', 'deep-learning']",671
754,Trusted-AI/AIX360,1308,279,433,"['explainable-ai', 'explainable-ml', 'trusted-ai', 'trusted-ml', 'machine-learning', 'deep-learning', 'codait', 'artificial-intelligence', 'explainabil', 'xai', 'ibm-research', 'ibm-research-ai']",367204
755,piccolomo/plotext,1298,60,79,[],11785
756,stacklikemind/deepnude_official,1289,829,5,[],753
757,AutoViML/AutoViz,1285,168,153,"['visualization', 'python3', 'python', 'xgboost', 'automl', 'scikit-learn', 'machine-learning', 'tableau', 'automl-algorithms', 'tpot', 'auto-sklearn', 'automated-machine-learning']",27962
758,Amulet-Team/Amulet-Map-Editor,1282,102,1951,"['minecraft', 'converter', 'amulet', 'map-editor', 'python', 'python3', '3rd-party']",7101
759,Ice9Coffee/HoshinoBot,1277,400,635,"['bot', 'qqbot', 'princess-connect-redive', 'nonebot']",1542
760,anyant/rssant,1274,124,819,['rss'],4541
761,shibing624/text2vec,1274,151,230,"['similarity', 'nlp', 'text-similarity', 'text2vec', 'word2vec', 'embeddings', 'sentence-embeddings']",13202
762,AdrMXR/KitHack,1273,175,238,"['android', 'windows', 'phishing', 'wifi-attacks', 'passwords-attacks', 'web-attacks', 'spoofing', 'information-gathering', 'metasploit-framework', 'msfvenom', 'payload-generator', 'backdoor', 'python', 'bash', 'ngrok', 'apktool']",53371
763,Dineshkarthik/telegram_media_downloader,1272,243,294,"['telegram', 'telegram-apps', 'python3', 'telegram-api', 'media-downloader', 'pyrogram', 'archiving-media', 'python', 'telegram-desktop']",298
764,webdataset/webdataset,1268,109,776,"['webdataset', 'webdataset-format', 'data-augmentation', 'pytorch', 'deep-learning']",28266
765,rachpt/lanzou-gui,1268,192,285,"['lanzoucloud', 'lanzou', 'baiduyun', 'baiducloud', 'pyqt5-gui', 'pyqt5']",2870
766,florimondmanca/awesome-asgi,1259,77,74,"['python', 'asgi', 'awesome-list', 'awesome']",83
767,facebookresearch/CrypTen,1254,217,336,[],14424
768,AngelSecurityTeam/Cam-Hackers,1254,383,22,"['cam-hackers', 'python3', 'shodan', 'cctv-cameras', 'cctv-detection', 'cctv-inspection', 'hacking', 'camera', 'hack-cameras', 'cameras']",1109
769,dothinking/pdf2docx,1252,187,804,"['pdf-converter', 'docx', 'pdf-to-word', 'extract-table']",21437
770,pygments/pygments,1246,502,6354,"['python', 'syntax-highlighting']",27019
771,thunlp/TAADpapers,1243,174,130,"['paper-list', 'nlp', 'adversarial-learning', 'adversarial-attacks', 'adversarial-defense', 'natural-language-processing']",161
772,HelloGitHub-Team/HelloDjango-blog-tutorial,1234,300,37,[],5671
773,karlicoss/HPI,1232,54,958,"['quantified-self', 'extended-mind', 'personal-api', 'lifelogging', 'data-liberation']",1277
774,FunnyWolf/pystinger,1207,198,33,"['regeorg', 'webshell', 'cobalt-strike']",134
775,njvisionpower/Safety-Helmet-Wearing-Dataset,1206,388,29,"['helmet', 'hardhat', 'dataset', 'detection', 'gluoncv']",3574
776,Python3Spiders/WeiboSuperSpider,1202,289,88,"['weibo-spider', 'weibocrawler', 'weibo-comment-crawl', 'emotion-analysis', 'weibo-image', 'location-tracker', 'weibospider']",330
777,rosinality/vq-vae-2-pytorch,1202,243,18,"['vq-vae-2', 'vq-vae']",7046
778,Qianlitp/WatchAD,1189,278,30,"['security', 'active-directory', 'python3', 'defcon27', 'intrusion-detection-system', 'kerberos', 'event-log', 'ntlm', 'blue-team', 'watchad']",476
779,mkdocstrings/mkdocstrings,1185,91,559,"['mkdocs', 'mkdocs-plugin', 'python', 'docstrings', 'autodoc', 'mkdocstrings', 'material-theme']",3226
780,TheresAFewConors/Sooty,1176,194,326,"['python', 'soc', 'security', 'security-automation', 'analysts', 'automation', 'reputation-check', 'urlscan', 'proofpoint-decoder', 'phishing', 'analysis', 'dns', 'workflow', 'soc-analysts', 'hash', 'cybersecurity']",8639
781,learning-zone/python-basics,1173,355,87,"['python', 'python-interview-questions', 'python-libraries', 'python3-library']",1267
782,tasmota/tasmotizer,1171,163,91,"['tasmota', 'flash', 'esp8266', 'config-management', 'backup-utility', 'restore-utility']",429
783,HRNet/HigherHRNet-Human-Pose-Estimation,1170,254,29,[],182
784,dhondta/dronesploit,1166,201,93,"['python', 'cli', 'console', 'drone', 'hacking', 'pentest-tools', 'security-tools', 'tinyscript']",4738
785,paulpierre/informer,1162,200,41,"['telegram-bot', 'telegram', 'cryptocurrency', 'telegram-api', 'telethon-userbot', 'telethon', 'telegrambot', 'telegram-bot-api', 'surveillance', 'python', 'scraper', 'monitor', 'spy', 'listener', 'listen', 'bot']",10067
786,SofianeHamlaoui/Lockdoor-Framework,1162,267,443,"['sofianehamlaoui', 'penetration-testing', 'pentesting', 'pentest-tool', 'pentesting-tools', 'pentesting-python', 'pentesters', 'pentest-environment', 'pentest-scripts', 'hacking-tool', 'hacking-tools', 'cybersecurity', 'cyber-security', 'blackarch-packages', 'redteaming', 'redteam', 'blueteaming', 'hacking', 'francais', 'france']",144186
787,susam/mintotp,1160,77,31,"['totp', 'hotp', '2fa', 'cryptography', 'security', 'python3', 'minimalist']",31
788,faustomorales/keras-ocr,1156,293,204,"['text-detection', 'keras-crnn', 'keras', 'ocr']",1094
789,kevoreilly/CAPEv2,1146,266,4360,"['configs', 'debugging-tools', 'malware', 'malware-analysis', 'malware-research', 'reverse-engineering', 'sandbox', 'unpacking', 'cape']",112794
790,RPiList/specials,1140,235,6093,[],3881495
791,Instagram/LibCST,1138,133,946,[],3316
792,ShannonAI/service-streamer,1136,174,138,"['deep-learning', 'web', 'pytorch', 'model-deployment', 'tensorflow', 'bert']",174
793,sanderland/katrain,1132,172,1096,"['go', 'baduk', 'weiqi', 'ai', 'katago', 'lizzie', 'sgf', 'kivy']",407437
794,LangziFun/LangSrcCurise,1124,236,56,[],22303
795,milvus-io/bootcamp,1121,448,2651,"['milvus', 'unstructured-data', 'benchmark-testing', 'image-search', 'audio-search', 'question-answering', 'deep-learning', 'nlp', 'image-classification', 'image-recognition', 'python', 'hacktoberfest']",159503
796,timwhitez/crawlergo_x_XRAY,1121,214,53,[],101
797,superhedgy/AttackSurfaceMapper,1113,169,45,"['reconnaissance', 'attacksurfacemapper', 'osint', 'subdomains', 'python', 'attack-surface', 'linkedin']",3812
798,s0md3v/Corsy,1110,152,69,"['cors', 'cors-misconfiguration-scanner', 'cors-scanner', 'vulnerability-scanner']",83
799,TRI-ML/packnet-sfm,1109,232,14,[],27033
800,lessw2020/Ranger-Deep-Learning-Optimizer,1095,171,50,[],213
801,Lightning-AI/deep-learning-project-template,1086,227,92,[],80
802,QingyongHu/RandLA-Net,1085,291,49,"['semantic-segmentation', '3d-vision', 'computer-vision', 'semantic3d', 's3dis', 'semantickitti']",393415
803,Eurus-Holmes/Awesome-Multimodal-Research,1076,138,204,"['awesome', 'multimodal-research', 'multimodal-learning', 'multimodal']",947185
804,th3unkn0n/TeleGram-Scraper,1068,622,90,"['telegram', 'telegram-scraper', 'telegram-scraper-bot', 'termux', 'termux-tool', 'python3', 'information-retrieval', 'information-gathering', 'smsbomber', 'linux', 'promotion']",574
805,RhetTbull/osxphotos,1066,76,2055,"['apple-photos', 'photos-export', 'library-photos', 'photos-database', 'apple-photos-export', 'python', 'photos', 'pictures', 'macos', 'macosx', 'osx', 'apple']",693460
806,danielgtaylor/python-betterproto,1063,143,372,"['python-3', 'protocol-buffer-compiler', 'asyncio', 'grpc', 'code-generator', 'plugin']",933
807,explosion/projects,1063,419,484,"['nlp', 'natural-language-processing', 'datasets', 'annotations', 'spacy', 'prodigy']",19286
808,Taxel/PlexTraktSync,1060,87,3077,[],2170
809,uber-research/PPLM,1042,183,59,"['language-modeling', 'natural-language-generation', 'machine-learning', 'deep-learning', 'natural-language-processing', 'nlp']",2490
810,open-mmlab/mmfashion,1041,253,259,"['visual-fashion-analysis', 'fashion-ai', 'attribute-prediction', 'clothes-retrieval', 'landmark-detection', 'deep-learning']",15713
811,sfzhang15/ATSS,1039,159,15,[],4409
812,quark-engine/quark-engine,1038,154,787,"['defcon', 'android', 'blackhat', 'blackbox', 'blackbox-testing', 'security-vulnerability-assessment', 'vulnerability']",10167
813,chenjj/espoofer,1036,204,26,"['spoofing-emails', 'spf', 'dkim', 'dmarc', 'smtp', 'phishing-attacks', 'email-spoof', 'phishing', 'spoofing', 'dmarc-bypass']",4075
814,streamlit/demo-self-driving,1033,382,117,[],14389
815,Prince-Mendiratta/X-tra-Telegram,1032,4382,1103,[],1274
816,lightaime/deep_gcns_torch,1027,149,312,"['graph-neural-networks', 'geometric-deep-learning', '3d-point-clouds', 'deep-gcns', 'data-mining', 'pytorch', 'computer-vision', 'bioinformatics', 'cheminformatics', 'social-network', 'science-research', 'deep-learning', 'graph-convolutional-networks']",7362
817,8080labs/pyforest,1026,188,196,[],7592
818,janosh/awesome-normalizing-flows,1026,95,101,"['normalizing-flows', 'bayesian-neural-networks', 'variational-inference', 'density-estimation', 'generative-modeling', 'autoregressive', 'machine-learning', 'awesome-list', 'bayesian-inference']",126
819,swisskyrepo/GraphQLmap,1022,157,63,"['graphql', 'sql-injection', 'nosql-injection', 'graphql-injection', 'fuzz', 'pentest', 'ctf', 'capture-the-flag', 'hacktoberfest']",60
820,synesthesiam/voice2json,1020,55,384,[],32519
821,facebookresearch/BLINK,1019,200,211,[],580
822,den4uk/andriller,1013,182,81,"['forensics', 'python', 'android']",1379
823,emilianavt/OpenSeeFace,1012,122,324,"['face-tracking', 'face-landmarks', 'depth-estimation', 'unity', 'unity3d', 'python', 'csharp', 'udp', 'onnx', 'onnxruntime', 'virtual-youtuber', 'vtuber', 'mobilenetv3', 'pytorch', 'openseeface', 'face-detection', 'detection-model', 'landmark-model', 'tracker', 'cpu']",222331
824,Ankit404butfound/PyWhatKit,1009,237,533,"['pywhatkit', 'hacktoberfest-accepted', 'hacktoberfest2021', 'hacktoberfest']",2034
825,epfml/attention-cnn,1004,128,6,[],1440299
826,GOATmessi7/ASFF,1004,210,28,[],2161
827,BangguWu/ECANet,1001,178,27,[],1097
828,pittcsc/Summer2023-Internships,16763,1706,3485,"['interview-preparation', 'internships', 'jobs', 'university']",2917
829,PaddlePaddle/PaddleRec,3747,692,2850,"['ple', 'deepfm', 'mmoe', 'word2vec', 'gru4rec', 'tdm', 'esmm', 'widedeep', 'lr']",184955
830,LmeSzinc/AzurLaneAutoScript,3440,443,6359,"['azurlane', 'azur-lane', 'bot', 'alas']",255675
831,hluwa/frida-dexdump,3090,731,79,[],3482
832,ploomber/ploomber,3042,209,2992,"['workflow', 'machine-learning', 'data-science', 'data-engineering', 'mlops', 'papermill', 'jupyter', 'jupyter-notebooks', 'pipelines', 'vscode', 'pycharm', 'notebooks']",7173
833,lvwerra/trl,2780,292,221,[],5430
834,voxel51/fiftyone,2769,328,16342,"['machine-learning', 'artificial-intelligence', 'deep-learning', 'computer-vision', 'developer-tools', 'data-science', 'python', 'hacktoberfest']",1040546
835,GreaterWMS/GreaterWMS,2752,688,970,"['warehouse-management-system', 'wms', 'warehouse-management', 'inventory', 'inventory-management', 'inventory-management-system', 'scm']",219365
836,gee-community/geemap,2637,945,1343,"['google-earth-engine', 'gis', 'remote-sensing', 'image-processing', 'python', 'jupyter-notebook', 'ipyleaflet', 'mapping', 'earth-engine', 'ipywidgets', 'folium', 'jupyter', 'colab', 'geospatial', 'landsat', 'dataviz', 'data-science', 'streamlit', 'streamlit-webapp', 'earthengine']",47131
837,adap/flower,2406,478,1096,"['flower', 'federated-learning', 'federated-learning-framework', 'pytorch-federated-learning', 'tensorflow-federated-learning', 'keras-federated-learning', 'federated-analytics', 'fleet-learning', 'fleet-intelligence', 'deep-learning', 'machine-learning', 'pytorch', 'scikit-learn', 'tensorflow']",83070
838,qiandao-today/qiandao,2350,373,757,"['qiandao', 'docker', 'checkin', 'har']",13963
839,kelvins/awesome-mlops,2278,354,359,"['awesome', 'machine-learning', 'machine-learning-engineering', 'mle', 'mlops', 'data-science', 'ml', 'ai']",382
840,freedomofpress/dangerzone,2259,112,760,[],5794
841,LimerBoy/Impulse,2023,460,77,"['sms', 'ddos', 'flood', 'attack', 'calls', 'udp', 'tcp', 'kali-linux', 'hacking', 'social-engeneering', 'social-engeneering-toolkit', 'sms-bomber', 'hacking-tool', 'sms-flooder', 'sip-killer', 'kali-scripts', 'kali-linux-hacking', 'kali-nethunter', 'termux', 'email-bomber']",694
842,opulo-inc/lumenpnp,1973,258,110,[],508187
843,dongrixinyu/JioNLP,1924,272,428,"['nlp', 'natural-language-processing', 'python', 'apache2', 'ner', 'chinese', 'time-parse', 'nlp-parse', 'preprocessing', 'time-parsing']",158994
844,bigb0sss/RedTeam-OffensiveSecurity,1879,312,317,[],574
845,argosopentech/argos-translate,1843,130,685,"['python', 'machine-translation', 'transformers', 'translation', 'language-models', 'linux', 'nlp', 'open-source']",3414
846,fastapi-admin/fastapi-admin,1774,243,369,"['fastapi', 'admin-dashboard', 'tortoise-orm', 'tabler', 'fastapi-admin', 'admin', 'dashboard']",7131
847,Farama-Foundation/PettingZoo,1756,285,4410,"['api', 'gym', 'gymnasium', 'multi-agent-reinforcement-learning', 'reinforcement-learning']",134805
848,beartype/beartype,1725,34,900,"['python3', 'runtime-typechecking']",6616
849,TylerYep/torchinfo,1663,95,347,"['pytorch', 'torchsummary', 'torch', 'keras', 'visualization', 'torchvision', 'torch-summary', 'torchinfo', 'python']",706
850,ZiyaoGeng/RecLearn,1650,476,49,"['recommender-system', 'python3', 'ctr-prediction', 'criteo', 'neural-network', 'factorization-machine', 'tensorflow2', 'deepfm', 'afm', 'xdeepfm', 'pnn', 'widedeep', 'nfm', 'ncf', 'dcn', 'deepcross', 'fm', 'ffm', 'matrix-factorization']",113850
851,chrisconlan/algorithmic-trading-with-python,1639,290,15,[],4959
852,uber/orbit,1618,120,871,"['python', 'forecasting', 'bayesian', 'exponential-smoothing', 'pyro', 'stan', 'pystan', 'probabilistic-programming', 'probabilistic', 'forecast', 'orbit', 'time-series', 'regression', 'arima', 'changepoint', 'bayesian-methods', 'bayesian-statistics', 'machine-learning', 'regression-models', 'pytorch']",152269
853,extremecoders-re/pyinstxtractor,1611,491,46,"['python', 'pyinstaller', 'decompile', 'reverse-engineering', 'pyinstaller-extractor', 'python-decompiler', 'pyc', 'pyc-files']",60
854,yfeng95/DECA,1600,329,44,"['3d', 'face', 'reconstruction', 'alignment', 'depth', 'model', 'flame']",23518
855,tfranzel/drf-spectacular,1598,188,1083,"['rest-framework', 'openapi3', 'django', 'swagger', 'openapi-specification', 'documentation-generator', 'rest-api', 'drf', 'openapi-generator']",1740
856,bookwyrm-social/bookwyrm,1585,193,8369,"['activitypub', 'decentralization', 'federation', 'books', 'reading', 'social-media', 'openlibrary', 'bookwyrm']",57126
857,TingFree/NLPer-Arsenal,1576,197,340,"['nlp-competition', 'gpu', 'nlp-conference', 'nlp-media', 'pytorch', 'nlp', 'baselines']",11923
858,Buuntu/fastapi-react,1570,256,150,"['fastapi', 'postgres', 'cookiecutter', 'react', 'react-admin', 'nginx', 'boilerplate', 'full-stack', 'typescript', 'sqlalchemy', 'jwt', 'oauth2', 'docker']",4396
859,theOehrly/Fast-F1,1558,153,539,"['formula1', 'datascience', 'motorsport']",25479
860,gnome-terminator/terminator,1554,210,3231,"['gnome', 'terminal-emulators', 'terminal', 'linux', 'gtk']",36297
861,dl0312/open-apis-korea,1537,171,2201,"['api', 'korea', 'korean', 'open-api', 'public-api', 'docs']",2934
862,microsoft/pylance-release,1523,799,232,"['python', 'language-server', 'language-server-protocol', 'code-analysis']",14299
863,WyattBlue/auto-editor,1518,260,1179,"['video', 'video-processing', 'audio', 'audio-processing', 'python3', 'video-editing', 'audio-editing', 'automatic']",251072
864,Lightning-Universe/lightning-bolts,1515,310,663,"['pytorch', 'ai', 'machine-learning', 'image-processing', 'natural-language-processing', 'supervised-learning', 'gan']",5251
865,fugue-project/fugue,1506,77,379,"['spark', 'dask', 'data-practitioners', 'machine-learning', 'distributed-systems', 'distributed-computing', 'distributed', 'sql', 'pandas']",6236
